,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
1307,11352,1786.8468690000002,1.0,0.0,0.0,0.0,9177.926262,0.0,0.0,0.0,0.75,11,0,6000.0,4203.245105,335.657631,0.166667,8,Target
1434,11482,2920.392514,1.0,2673.73,1221.6,1452.13,5573.509394,1.0,0.333333,1.0,0.5,13,59,15000.0,3319.325665,649.154698,0.0,12,Target
1461,11509,465.033038,1.0,247.36,247.36,0.0,5291.769326,0.25,0.25,0.0,0.166667,9,2,8500.0,506.365178,188.551517,0.25,12,Target
1481,11531,2118.52034,1.0,0.0,0.0,0.0,4675.2890210000005,0.0,0.0,0.0,0.5,8,0,4000.0,1420.257435,503.52391100000006,0.0,12,Target
1486,11537,3241.29164,1.0,1119.56,0.0,1119.56,4755.162871,1.0,0.0,0.916667,0.833333,14,13,12500.0,1441.367488,782.318388,0.0,12,Target
1518,11569,2963.244696,0.777778,0.0,0.0,0.0,5713.475460000001,0.0,0.0,0.0,0.44444399999999995,15,0,7000.0,6310.629888,839.4742050000001,0.14285699999999998,9,Target
1525,11576,3947.749703,0.5,525.65,525.65,0.0,7714.493122,0.333333,0.333333,0.0,0.166667,1,7,10000.0,918.584591,1266.3407550000002,0.0,6,Target
1536,11588,1787.535327,1.0,0.0,0.0,0.0,5566.777503,0.0,0.0,0.0,0.25,8,0,7500.0,4592.708912,461.680587,0.0,12,Target
1562,11614,3630.771485,1.0,0.0,0.0,0.0,10519.48252,0.0,0.0,0.0,0.666667,15,0,9000.0,5171.7932359999995,929.686078,0.090909,12,Target
1633,11687,1283.280303,0.777778,0.0,0.0,0.0,5790.59647,0.0,0.0,0.0,0.666667,17,0,3000.0,4073.172497,270.25773599999997,0.0,9,Target
1657,11711,1039.88038,0.818182,93.24,0.0,93.24,5465.141893,1.0,0.0,0.916667,0.416667,5,12,5000.0,5293.6092659999995,290.479763,0.090909,12,Target
1682,11737,1220.493289,0.363636,0.0,0.0,0.0,5607.394437,0.0,0.0,0.0,0.25,3,0,6000.0,566.644234,1112.634979,0.0,12,Target
1706,11762,1232.292951,1.0,0.0,0.0,0.0,5184.090716,0.0,0.0,0.0,0.666667,28,0,4500.0,6050.8653030000005,348.943877,0.083333,12,Target
1741,11800,3790.9146630000005,1.0,2655.68,1607.63,1048.05,6263.883768,0.833333,0.333333,1.0,0.5,11,111,8300.0,6173.165264,1192.462873,0.083333,12,Target
1774,11834,2303.9562339999998,0.8888889999999999,0.0,0.0,0.0,5585.815801,0.0,0.0,0.0,0.777778,21,0,6000.0,331.450159,443.57704,0.0,9,Target
1856,11917,3414.7802659999998,1.0,0.0,0.0,0.0,8264.603438,0.0,0.0,0.0,0.181818,9,0,9000.0,718.9510700000001,1160.439791,0.0,11,Target
1883,11945,3171.1754100000003,1.0,109.16,0.0,109.16,4586.702891,0.083333,0.0,0.083333,0.333333,10,1,6000.0,598.08223,1307.447265,0.0,12,Target
1905,11967,1917.977989,1.0,0.0,0.0,0.0,6022.786892,0.0,0.0,0.0,0.083333,1,0,6500.0,7189.6957569999995,626.0754059999999,0.166667,12,Target
1909,11971,3360.689054,1.0,794.1,0.0,794.1,8095.180408,0.833333,0.0,0.75,0.666667,10,10,9500.0,4897.570343,1460.924018,0.0,12,Target
1933,11995,2247.126627,0.5,0.0,0.0,0.0,6634.23196,0.0,0.0,0.0,0.4,12,0,7000.0,316.025009,1206.81646,0.0,10,Target
1971,12034,1497.145968,0.875,0.0,0.0,0.0,4444.646514999999,0.0,0.0,0.0,0.375,8,0,2500.0,2986.36061,487.912459,0.166667,8,Target
2044,12108,1709.6939559999998,1.0,2.0,2.0,0.0,5246.296449,0.083333,0.083333,0.0,0.25,6,1,2500.0,4678.254753,464.860442,0.083333,12,Target
2062,12128,2550.025268,0.857143,0.0,0.0,0.0,4946.958466,0.0,0.0,0.0,0.428571,8,0,10000.0,266.472386,708.09871,0.0,7,Target
2075,12141,1364.528932,0.818182,0.01,0.01,0.0,5567.596649,0.090909,0.090909,0.0,0.272727,12,1,3000.0,4022.440372,520.255336,0.125,11,Target
2226,12296,619.974954,1.0,1219.39,464.39,755.0,4473.3497,0.666667,0.166667,0.416667,0.25,8,8,2000.0,4115.217914,382.658882,0.25,12,Target
2324,12397,1100.941072,1.0,117.32,117.32,0.0,5573.767921,0.25,0.25,0.0,0.5,7,3,1500.0,4017.742718,273.139411,0.11111099999999999,12,Target
2344,12417,994.367302,0.857143,0.0,0.0,0.0,4058.539188,0.0,0.0,0.0,0.571429,15,0,10000.0,168.100048,237.414459,0.0,7,Target
2385,12458,2801.239086,0.909091,0.0,0.0,0.0,7216.489768,0.0,0.0,0.0,0.583333,9,0,10000.0,696.538922,1095.734566,0.0,12,Target
2416,12489,1902.6659379999999,1.0,4666.51,4464.76,201.75,4120.44084,0.916667,0.833333,0.5,0.166667,10,46,7500.0,6153.484827,534.578893,0.0,12,Target
2475,12549,3573.583803,0.8888889999999999,2513.46,2513.46,0.0,6181.23369,0.22222199999999998,0.22222199999999998,0.0,0.44444399999999995,12,6,9000.0,4776.370808,836.641054,0.0,9,Target
2519,12593,1890.946618,1.0,0.0,0.0,0.0,4561.090005,0.0,0.0,0.0,0.25,7,0,2500.0,4847.513095,507.635447,0.090909,12,Target
2571,12645,3470.3336729999996,1.0,1184.98,757.95,427.03,6370.145895000001,0.5,0.333333,0.333333,0.666667,18,14,7000.0,4291.341088,946.341931,0.0,12,Target
2594,12670,899.195559,0.909091,921.94,256.1,665.84,5903.7843840000005,0.916667,0.25,0.833333,0.333333,6,20,5000.0,6368.638422999999,288.469452,0.090909,12,Target
2596,12672,846.223191,0.545455,437.6,437.6,0.0,4638.435613000001,0.083333,0.083333,0.0,0.333333,7,1,14500.0,1092.822745,203.614145,0.0,12,Target
2642,12719,3490.855736,1.0,1039.48,1039.48,0.0,4200.991254,0.083333,0.083333,0.0,0.25,10,3,9000.0,1091.424125,1048.661408,0.0,12,Target
2678,12755,166.29546299999998,0.909091,449.26,449.26,0.0,7894.578815999999,1.0,1.0,0.0,0.083333,1,12,9000.0,662.951526,183.275472,0.181818,12,Target
2685,12762,2711.995096,1.0,600.0,600.0,0.0,5352.991545,0.833333,0.833333,0.0,0.583333,8,10,5000.0,1536.48483,841.2464689999999,0.1,12,Target
2690,12767,2061.835735,1.0,0.0,0.0,0.0,4320.771337,0.0,0.0,0.0,0.5,12,0,4000.0,5451.599084,556.3279980000001,0.2,12,Target
2699,12776,1467.212481,0.636364,107.0,107.0,0.0,5203.612362,0.083333,0.083333,0.0,0.166667,6,1,6000.0,268.31019399999997,569.623112,0.0,12,Target
2726,12804,2263.795064,0.875,320.0,320.0,0.0,4510.237702,0.5,0.5,0.0,0.875,15,5,10000.0,5215.482972999999,502.88872699999996,0.0,8,Target
2840,12922,2735.4802640000003,0.636364,100.0,0.0,100.0,6964.780053,0.333333,0.0,0.25,0.5,11,4,9000.0,1129.128267,1362.5818869999998,0.0,12,Target
2846,12928,2221.252825,0.545455,0.0,0.0,0.0,6448.2472020000005,0.0,0.0,0.0,0.333333,12,0,7000.0,397.799248,477.91503600000004,0.0,12,Target
2886,12970,2864.644318,0.9,135.0,70.0,65.0,4345.320169,0.5,0.2,0.4,0.5,10,7,7000.0,1626.504396,656.8586849999999,0.0,10,Target
2918,13002,1484.705242,1.0,2673.3,2272.02,401.28,4104.024116,0.916667,0.666667,1.0,0.5,29,26,5000.0,6169.78218,646.953153,0.0,12,Target
2941,13027,1518.638794,0.727273,0.0,0.0,0.0,5187.029833,0.0,0.0,0.0,0.25,12,0,5500.0,6744.953537,1158.2329550000002,0.125,12,Target
3027,13116,1919.443036,1.0,0.0,0.0,0.0,5427.830151,0.0,0.0,0.0,0.333333,7,0,5500.0,2936.557193,626.771938,0.0,12,Target
3083,13172,2939.047848,1.0,749.0,299.0,450.0,7130.160309000001,0.583333,0.166667,0.416667,0.833333,50,8,5000.0,4161.6427619999995,972.65285,0.0,12,Target
3107,13197,1935.1169309999998,0.727273,0.0,0.0,0.0,4195.104578,0.0,0.0,0.0,0.583333,17,0,7000.0,680.591231,964.5027949999999,0.0,12,Target
3125,13215,859.588282,0.909091,48.16,48.16,0.0,9139.119365,0.166667,0.166667,0.0,0.166667,13,2,10000.0,376.383077,263.710911,0.0,12,Target
3158,13248,2392.332606,1.0,2556.32,1566.42,989.9,4091.3263880000004,0.583333,0.5,0.416667,0.5,14,54,6500.0,1336.3024699999999,512.056995,0.0,12,Target
3183,13275,845.307601,0.181818,0.0,0.0,0.0,5452.074197,0.0,0.0,0.0,0.083333,1,0,6000.0,1148.343858,1441.839102,0.0,12,Target
3221,13315,969.3464769999999,0.545455,0.0,0.0,0.0,7217.705353,0.0,0.0,0.0,0.25,5,0,5200.0,7122.694558,218.463565,0.166667,12,Target
3262,13356,2924.6403219999997,1.0,0.0,0.0,0.0,6817.656826,0.0,0.0,0.0,0.333333,10,0,6500.0,2455.218599,751.502763,0.0,12,Target
3298,13392,2120.0986789999997,1.0,0.0,0.0,0.0,4834.483762,0.0,0.0,0.0,0.25,10,0,6000.0,2856.303303,654.963612,0.083333,12,Target
3360,13456,1637.51006,1.0,0.0,0.0,0.0,6050.562566,0.0,0.0,0.0,0.666667,22,0,6500.0,5587.314274,437.98897800000003,0.0,12,Target
3373,13469,1299.092905,1.0,323.99,323.99,0.0,10614.20378,0.083333,0.083333,0.0,0.25,19,1,8500.0,2222.007132,1109.5694119999998,0.0,12,Target
3420,13517,3197.6522010000003,1.0,0.0,0.0,0.0,4179.249342,0.0,0.0,0.0,0.166667,2,0,5000.0,6103.93835,759.570108,0.083333,12,Target
3458,13555,2075.637866,0.454545,0.0,0.0,0.0,4573.876388000001,0.0,0.0,0.0,0.083333,1,0,7500.0,1146.220278,1448.097316,0.0,12,Target
3470,13567,2499.228939,1.0,217.37,0.0,217.37,5197.145458,0.833333,0.0,0.666667,0.5,3,11,10000.0,360.742975,372.143566,0.0,6,Target
3591,13692,1395.011267,0.636364,0.0,0.0,0.0,4781.140751,0.0,0.0,0.0,0.454545,10,0,5500.0,1719.4266109999999,467.18334500000003,0.0,11,Target
3604,13706,242.901961,0.636364,790.39,540.77,249.62,3866.409521,0.75,0.166667,0.583333,0.333333,7,16,10000.0,3774.471563,121.14295,0.3,12,Target
3656,13759,955.117067,1.0,0.0,0.0,0.0,3798.7013979999997,0.0,0.0,0.0,0.5,13,0,4500.0,2413.364689,284.390966,0.0,12,Target
3720,13826,3562.6248969999997,1.0,244.5,244.5,0.0,3815.2813969999997,0.083333,0.083333,0.0,0.166667,3,2,5500.0,1402.591743,914.737883,0.0,12,Target
3721,13827,3337.178486,1.0,883.39,106.09,777.3,5338.547154999999,0.833333,0.166667,0.75,0.416667,12,20,6000.0,4039.075325,1344.980722,0.083333,12,Target
3737,13843,1784.4472920000003,1.0,233.09,233.09,0.0,4469.29969,0.090909,0.090909,0.0,0.272727,6,2,3000.0,6168.238025,695.7131820000001,0.181818,11,Target
3753,13860,3315.689234,1.0,1434.88,740.0,694.88,5802.393776,1.0,0.083333,1.0,0.583333,25,22,6000.0,4608.192303,2742.232319,0.0,12,Target
3821,13929,2013.1713379999999,1.0,60.0,60.0,0.0,4621.713196,0.083333,0.083333,0.0,0.666667,20,1,3500.0,3428.7368979999997,657.056647,0.1,12,Target
3889,13999,1218.208868,0.818182,0.0,0.0,0.0,4467.6672579999995,0.0,0.0,0.0,0.363636,12,0,2500.0,3341.0099379999997,385.307674,0.0,11,Target
3922,14033,3239.138704,1.0,3018.68,3018.68,0.0,4157.651522,0.25,0.25,0.0,0.5,9,6,5500.0,3369.3992829999997,703.053712,0.083333,12,Target
4017,14131,2682.407264,1.0,315.5,315.5,0.0,6629.3206119999995,0.25,0.25,0.0,0.833333,28,4,6000.0,1617.8040939999998,907.05151,0.1,12,Target
4018,14132,3358.724054,1.0,328.0,328.0,0.0,8416.854736,0.166667,0.166667,0.0,0.583333,27,2,5000.0,6698.912435,1653.896679,0.166667,12,Target
4040,14154,2571.311375,1.0,0.0,0.0,0.0,6537.278532,0.0,0.0,0.0,0.583333,16,0,3000.0,4513.6861420000005,583.336071,0.1,12,Target
4041,14155,3252.763399,0.833333,230.0,74.0,156.0,4497.2849240000005,0.833333,0.166667,0.666667,0.333333,5,11,4500.0,567.149683,953.5665740000001,0.0,6,Target
4065,14181,2361.2373829999997,1.0,0.0,0.0,0.0,4233.413107,0.0,0.0,0.0,0.416667,14,0,3000.0,3284.30732,996.5580960000001,0.083333,12,Target
4097,14213,2446.709596,1.0,0.0,0.0,0.0,5281.049743,0.0,0.0,0.0,0.25,6,0,5000.0,5695.396335,696.1568990000001,0.0,12,Target
4125,14241,2605.6002,1.0,0.0,0.0,0.0,4127.528187,0.0,0.0,0.0,0.25,5,0,12000.0,2077.205644,601.214943,0.083333,12,Target
4129,14245,358.674215,0.727273,411.3,411.3,0.0,4327.056723,0.25,0.25,0.0,0.333333,9,4,2500.0,6981.148039,136.66071599999998,0.2,12,Target
4148,14264,3447.674222,1.0,205.0,205.0,0.0,4548.057776,0.090909,0.090909,0.0,0.545455,7,1,10500.0,665.2391709999999,817.844662,0.0,11,Target
4195,14312,2155.2767059999996,1.0,66.0,66.0,0.0,5478.844017,0.083333,0.083333,0.0,0.75,30,1,5000.0,5100.05147,566.549873,0.083333,12,Target
4263,14381,3458.708146,1.0,0.0,0.0,0.0,8886.283959999999,0.0,0.0,0.0,0.5,10,0,6000.0,6285.292115,752.1778410000001,0.1,10,Target
4273,14391,1983.1119780000001,1.0,1119.56,1119.56,0.0,5582.881679,0.333333,0.333333,0.0,0.416667,9,13,7000.0,6892.546158,467.408433,0.0,12,Target
4316,14435,3376.9468859999997,1.0,0.0,0.0,0.0,9670.775878,0.0,0.0,0.0,0.4,6,0,9500.0,2194.1311170000004,684.1689299999999,0.0,10,Target
4349,14471,1975.349966,1.0,1749.72,1300.48,449.24,3738.635191,0.75,0.333333,0.5,0.25,8,24,6000.0,6481.117394,734.982596,0.083333,12,Target
4442,14566,2024.263677,0.875,56.0,56.0,0.0,4086.268496,0.125,0.125,0.0,0.5,10,1,2500.0,375.558603,413.255193,0.0,8,Target
4597,14723,3049.215189,1.0,390.0,390.0,0.0,5876.866242,0.083333,0.083333,0.0,0.583333,9,1,3200.0,6537.913767,2729.078978,0.0,12,Target
4660,14787,3046.937141,1.0,0.0,0.0,0.0,4021.457424,0.0,0.0,0.0,0.25,8,0,5000.0,809.451322,673.513777,0.0,12,Target
4744,14874,3062.1682100000003,0.9,2253.98,920.54,1333.44,4161.09715,0.9,0.8,0.8,0.8,30,68,9000.0,1132.237548,960.1318570000001,0.0,10,Target
4846,14980,1456.399956,0.909091,0.0,0.0,0.0,4116.968065,0.0,0.0,0.0,0.727273,34,0,2500.0,2793.487295,545.8747950000001,0.0,11,Target
4905,15041,1409.256223,0.9,4569.65,1748.94,2820.71,3883.517967,0.7,0.6,0.6,0.4,5,24,30000.0,5772.813158,472.103929,0.0,10,Target
4934,15073,2342.724406,0.909091,0.0,0.0,0.0,4697.170219,0.0,0.0,0.0,0.333333,7,0,8000.0,6049.9902170000005,517.0908519999999,0.090909,12,Target
4977,15116,4099.755913,1.0,0.0,0.0,0.0,4933.666708,0.0,0.0,0.0,0.75,14,0,12000.0,3005.016513,929.740389,0.0,12,Target
4982,15123,3343.299372,1.0,790.8,0.0,790.8,5001.962631,1.0,0.0,1.0,0.333333,4,17,5000.0,1325.639966,848.308643,0.0,12,Target
5004,15145,3232.1012170000004,1.0,495.0,495.0,0.0,4815.406969,0.166667,0.166667,0.0,0.583333,14,2,5500.0,5434.899642,1006.9075710000001,0.083333,12,Target
5033,15174,3350.116932,1.0,39.8,39.8,0.0,3907.706693,0.083333,0.083333,0.0,0.083333,2,1,8000.0,1809.711855,907.682774,0.0,12,Target
5045,15187,2580.1695219999997,1.0,0.0,0.0,0.0,3912.0416560000003,0.0,0.0,0.0,0.25,10,0,3000.0,1809.7657940000001,638.475926,0.0,12,Target
5069,15212,1017.071792,0.636364,0.0,0.0,0.0,4310.2211990000005,0.0,0.0,0.0,0.25,15,0,4500.0,4992.302341,665.402509,0.2,12,Target
5083,15226,1908.569743,1.0,0.0,0.0,0.0,4604.4254009999995,0.0,0.0,0.0,0.416667,6,0,5400.0,2118.553043,471.692662,0.0,12,Target
5101,15246,4020.130769,1.0,79.62,79.62,0.0,5457.1236579999995,0.083333,0.083333,0.0,0.25,23,1,9500.0,7058.832194,1040.2837949999998,0.1,12,Target
5116,15261,1780.1883559999999,1.0,845.67,31.5,814.17,4137.170984,0.75,0.166667,0.583333,1.0,71,16,2500.0,3989.5452950000004,566.9474309999999,0.090909,12,Target
5134,15279,2933.0687550000002,1.0,0.0,0.0,0.0,7542.177658,0.0,0.0,0.0,0.833333,20,0,10000.0,2201.09767,612.068106,0.0,12,Target
5217,15364,1663.492233,1.0,3415.39,2355.11,1060.28,4152.202096,1.0,0.666667,1.0,0.416667,7,44,8500.0,4768.332743999999,532.466094,0.0,12,Target
5349,15501,2891.6783570000002,0.454545,0.0,0.0,0.0,7981.152983,0.0,0.0,0.0,0.083333,4,0,10000.0,1379.83404,1840.9137230000001,0.0,12,Target
5363,15515,923.9770359999999,1.0,0.0,0.0,0.0,6616.555691,0.0,0.0,0.0,0.416667,6,0,2500.0,5155.088326,320.494371,0.2,12,Target
5366,15519,1184.971992,1.0,0.0,0.0,0.0,4743.715012,0.0,0.0,0.0,0.5,10,0,3000.0,2355.2674620000003,268.140818,0.0,12,Target
5381,15534,1368.906278,1.0,0.0,0.0,0.0,5809.802917,0.0,0.0,0.0,0.166667,8,0,6000.0,322.580506,419.059837,0.0,12,Target
5385,15538,2527.531968,1.0,720.16,720.16,0.0,4783.1055479999995,0.5,0.5,0.0,0.416667,15,13,3000.0,3866.4351070000002,1094.4919619999998,0.090909,12,Target
5387,15540,3078.059784,1.0,0.0,0.0,0.0,4403.683518,0.0,0.0,0.0,0.333333,8,0,6000.0,6043.227704,1183.930323,0.083333,12,Target
5504,15658,4276.929643,1.0,298.0,298.0,0.0,7635.621091,0.166667,0.166667,0.0,0.333333,11,2,8000.0,969.6898689999999,1336.9578,0.0,12,Target
5566,15722,1441.404242,0.4,0.0,0.0,0.0,7313.203925,0.0,0.0,0.0,0.4,5,0,8000.0,462.437204,856.401575,0.0,10,Target
5646,15804,2584.317807,1.0,0.0,0.0,0.0,6036.492283,0.0,0.0,0.0,0.25,7,0,3000.0,6024.595066,826.013735,0.181818,12,Target
5662,15820,3842.4549020000004,1.0,0.0,0.0,0.0,6381.534619,0.0,0.0,0.0,0.5,24,0,6500.0,3869.74895,1742.491124,0.083333,12,Target
5740,15900,1427.4229699999999,1.0,61.0,0.0,61.0,4327.398235000001,0.166667,0.0,0.083333,0.583333,14,2,9000.0,5907.1059780000005,389.15549599999997,0.166667,12,Target
5865,16030,1984.6364640000002,1.0,0.0,0.0,0.0,4436.713078,0.0,0.0,0.0,0.44444399999999995,7,0,5000.0,849.560918,348.744106,0.0,9,Target
5919,16085,2912.739062,1.0,860.0,0.0,860.0,8692.205817,0.833333,0.0,0.75,0.833333,61,10,7000.0,4062.824567,790.847301,0.083333,12,Target
5942,16108,2968.476388,1.0,185.1,185.1,0.0,5874.584626,0.25,0.25,0.0,0.333333,10,3,4000.0,5549.022185,3011.099397,0.166667,12,Target
5982,16148,2589.824766,1.0,0.0,0.0,0.0,4354.6572240000005,0.0,0.0,0.0,0.333333,19,0,3000.0,3410.296105,992.707868,0.083333,12,Target
5999,16167,1546.414616,0.909091,0.0,0.0,0.0,4544.457479,0.0,0.0,0.0,0.416667,15,0,3500.0,3440.2352969999997,729.873545,0.1,12,Target
6106,16277,2507.16412,0.818182,0.0,0.0,0.0,9577.424422,0.0,0.0,0.0,0.25,6,0,7500.0,3331.6741629999997,706.541509,0.090909,12,Target
6112,16283,3506.4891020000005,1.0,0.0,0.0,0.0,4467.382055,0.0,0.0,0.0,1.0,11,0,5000.0,286.708354,628.484562,0.0,6,Target
6144,16315,1299.904896,0.8888889999999999,0.0,0.0,0.0,4907.783225,0.0,0.0,0.0,0.44444399999999995,6,0,2500.0,3710.0099909999994,303.089369,0.166667,9,Target
6228,16401,1912.1253179999999,1.0,518.04,449.71,68.33,6314.938400999999,0.083333,0.083333,0.083333,0.416667,12,4,3500.0,3837.547894,492.835677,0.11111099999999999,12,Target
6282,16457,3531.1670729999996,0.9,797.5,577.83,219.67,5273.226918,0.7,0.4,0.5,0.9,33,21,4000.0,2979.5467,3052.0801030000002,0.0,10,Target
6326,16501,1428.265873,1.0,1490.63,1411.88,78.75,5411.208676,0.416667,0.333333,0.166667,0.333333,10,19,5250.0,4644.297034,456.049907,0.166667,12,Target
6393,16568,3948.7768840000003,1.0,0.0,0.0,0.0,5291.215227000001,0.0,0.0,0.0,0.5,17,0,4000.0,4576.56764,1819.139749,0.083333,12,Target
6406,16581,1967.640068,0.909091,264.8,230.0,34.8,4954.137879999999,0.166667,0.083333,0.083333,0.583333,26,2,5000.0,516.105446,505.521704,0.0,12,Target
6564,16743,4218.956639,1.0,0.0,0.0,0.0,4734.304587,0.0,0.0,0.0,0.583333,44,0,4500.0,5557.539675999999,1434.2385179999999,0.083333,12,Target
6566,16745,4661.423201,1.0,0.0,0.0,0.0,5263.8317990000005,0.0,0.0,0.0,0.583333,10,0,6500.0,2943.485063,1168.8006990000001,0.0,12,Target
6586,16767,1667.8517880000002,0.9,0.0,0.0,0.0,5133.373227,0.0,0.0,0.0,0.6,13,0,3000.0,2822.457351,471.88508099999996,0.125,10,Target
6707,16895,3895.6770520000005,1.0,144.77,79.99,64.78,6492.291188,0.333333,0.083333,0.166667,0.833333,27,4,10000.0,5709.895929,886.3223449999999,0.0,12,Target
6759,16947,988.749349,1.0,0.0,0.0,0.0,6085.7392,0.0,0.0,0.0,0.5,17,0,5000.0,4937.146727,223.182313,0.2,6,Target
6858,17046,4338.877278,0.8888889999999999,0.0,0.0,0.0,5705.426498,0.0,0.0,0.0,0.44444399999999995,19,0,6000.0,217.059511,10057.56192,0.0,9,Target
6863,17051,2972.091316,1.0,370.4,235.4,135.0,5078.251311,0.333333,0.25,0.25,0.666667,17,6,8500.0,3078.100417,756.141664,0.0,12,Target
6883,17072,3520.6163549999997,0.9,1675.91,947.7,728.21,10213.652970000001,0.9,0.2,0.8,0.3,9,26,10000.0,3148.054919,819.267218,0.125,10,Target
6898,17087,3029.388362,1.0,71.99,0.0,71.99,4865.41145,0.166667,0.0,0.166667,0.166667,2,2,7500.0,887.3365,915.671887,0.0,12,Target
6943,17132,3767.2298990000004,1.0,0.0,0.0,0.0,4871.925128,0.0,0.0,0.0,0.25,8,0,5500.0,2574.2723579999997,1547.234983,0.0,12,Target
6951,17140,795.497557,0.909091,0.0,0.0,0.0,5676.779668,0.0,0.0,0.0,0.5,6,0,50.0,7570.2077819999995,410.260506,0.44444399999999995,12,Target
7027,17218,2705.026656,1.0,0.0,0.0,0.0,5760.383488,0.0,0.0,0.0,0.416667,9,0,6500.0,1266.3564,743.4931190000001,0.0,12,Target
7040,17231,3120.738718,1.0,0.0,0.0,0.0,6125.592369,0.0,0.0,0.0,0.416667,12,0,4800.0,3040.9707399999998,940.054425,0.2,12,Target
7156,17350,2388.4105010000003,1.0,0.0,0.0,0.0,7529.0120560000005,0.0,0.0,0.0,0.416667,15,0,7000.0,1593.2341199999998,703.092721,0.0,12,Target
7165,17359,621.553537,0.727273,0.0,0.0,0.0,5018.474514,0.0,0.0,0.0,0.333333,6,0,2000.0,3406.0814119999995,172.409386,0.1,12,Target
7212,17407,2371.89209,1.0,447.81,289.43,158.38,5515.157107999999,0.818182,0.181818,0.636364,0.454545,16,17,8500.0,458.534768,673.83736,0.0,11,Target
7219,17414,4995.526188,1.0,0.0,0.0,0.0,5807.528817,0.0,0.0,0.0,0.416667,13,0,6000.0,1083.891126,1437.869477,0.0,12,Target
7231,17426,3840.5057799999995,1.0,0.0,0.0,0.0,5558.961557,0.0,0.0,0.0,0.5,20,0,5500.0,4608.621771,904.882748,0.0,12,Target
7234,17429,3215.3440170000003,1.0,1149.92,729.86,420.06,5157.157638000001,1.0,0.416667,0.916667,0.75,42,20,6500.0,2171.419976,953.90622,0.090909,12,Target
7461,17664,3278.506664,0.625,472.51,216.49,256.02,6548.948805,0.5,0.125,0.375,0.25,8,9,7000.0,1304.846205,1296.5869710000002,0.0,8,Target
7550,17754,2513.983606,1.0,0.0,0.0,0.0,6140.025312,0.0,0.0,0.0,0.25,4,0,6000.0,560.4619339999999,741.924179,0.0,12,Target
7621,17827,5471.186593,0.777778,0.0,0.0,0.0,8411.998221,0.0,0.0,0.0,0.555556,10,0,9000.0,1281.454609,1401.967646,0.0,9,Target
7672,17878,1923.696463,0.727273,527.6,0.0,527.6,5326.343132,0.25,0.0,0.25,0.416667,48,25,5000.0,2999.461289,1008.776986,0.0,12,Target
7785,17997,3919.3947659999994,1.0,467.06,467.06,0.0,11173.77587,0.333333,0.333333,0.0,0.5,15,6,8000.0,6854.447423999999,1202.7675390000002,0.1,12,Target
7863,18076,4749.435135,0.909091,0.0,0.0,0.0,5882.516718,0.0,0.0,0.0,0.727273,18,0,9000.0,1846.287674,1013.0483710000001,0.0,11,Target
8046,18263,2731.663846,0.833333,0.0,0.0,0.0,5724.953197,0.0,0.0,0.0,0.333333,4,0,8000.0,574.931823,541.703109,0.0,6,Target
8055,18273,1917.8957300000002,1.0,285.07,285.07,0.0,6084.858872,0.363636,0.363636,0.0,1.090909,28,6,3000.0,5692.682993,556.449635,0.0,11,Target
8204,18424,1990.4827879999998,0.818182,55.0,55.0,0.0,5807.425413,0.090909,0.090909,0.0,0.272727,6,1,3500.0,3170.513718,759.519555,0.0,11,Target
8265,18486,1209.031561,1.0,103.91,103.91,0.0,5910.81455,0.083333,0.083333,0.0,0.416667,8,1,2500.0,5904.060257,397.704005,0.083333,12,Target
8284,18505,4302.771935,0.857143,0.0,0.0,0.0,5875.404159000001,0.0,0.0,0.0,0.14285699999999998,5,0,6000.0,384.040295,1966.521666,0.0,7,Target
8309,18530,6008.914524,0.777778,0.0,0.0,0.0,8304.470148999999,0.0,0.0,0.0,0.333333,9,0,9000.0,1279.301117,1404.889491,0.0,9,Target
8371,18594,2579.6353870000003,0.545455,0.0,0.0,0.0,6466.73381,0.0,0.0,0.0,0.090909,1,0,7000.0,1415.843333,2022.852618,0.0,11,Target
8410,18636,789.814537,0.909091,0.0,0.0,0.0,5654.92893,0.0,0.0,0.0,0.166667,12,0,3000.0,5949.858363,475.195844,0.090909,12,Target
8422,18648,3911.628474,0.875,0.0,0.0,0.0,11951.90332,0.0,0.0,0.0,0.5,40,0,7000.0,7918.877415999999,905.569605,0.166667,8,Target
8438,18666,5484.339435,1.0,0.0,0.0,0.0,5990.590134,0.0,0.0,0.0,0.25,14,0,6000.0,1229.434538,2453.164396,0.0,12,Target
8453,18683,2139.442272,1.0,68.22,68.22,0.0,6322.766113000001,0.166667,0.166667,0.0,0.25,5,2,5000.0,3022.8130969999997,603.4673650000001,0.1,12,Target
8584,18818,4696.525962,0.875,604.33,435.0,169.33,6400.248453,0.5,0.375,0.125,0.375,7,5,8000.0,840.9659849999999,930.049801,0.0,8,Target
